centre_id,region,milieu,type,remoteness,enrol
P02515,Dakar,rural,prive,0.05,78
P02516,Dakar,urbain,prive,0.05,62
P02517,Ziguinchor,rural,public,0.55,62
P02518,Dakar,urbain,prive,0.05,128
P02519,Dakar,rural,public,0.05,30
P02520,Dakar,rural,public,0.05,104
P02521,Louga,urbain,public,0.45,60
P02522,Thiès,urbain,public,0.15,29
P02523,Louga,urbain,prive,0.45,119
P02524,Kaffrine,urbain,CTP,0.55,83
P02525,Dakar,urbain,public,0.05,60
P02526,Thiès,rural,CTP,0.15,53
P02527,Saint-Louis,rural,CTP,0.35,30
P02528,Fatick,rural,CTP,0.4,22
P02529,Diourbel,rural,public,0.3,68
P02530,Fatick,rural,public,0.4,115
P02531,Tambacounda,urbain,public,0.75,133
P02532,Thiès,urbain,public,0.15,192
P02533,Tambacounda,rural,CTP,0.75,31
P02534,Kaolack,urbain,CTP,0.3,51
P02535,Kolda,rural,public,0.7,75
P02536,Tambacounda,urbain,public,0.75,85
P02537,Dakar,rural,public,0.05,27
P02538,Dakar,urbain,prive,0.05,33
P02539,Tambacounda,rural,public,0.75,41
P02540,Kaolack,urbain,CTP,0.3,62
P02541,Dakar,rural,public,0.05,57
P02542,Thiès,urbain,public,0.15,33
P02543,Matam,rural,public,0.65,67
P02544,Thiès,urbain,prive,0.15,50
P02545,Kaolack,rural,CTP,0.3,103
P02546,Dakar,rural,prive,0.05,102
P02547,Matam,rural,public,0.65,93
P02548,Dakar,urbain,prive,0.05,31
P02549,Dakar,urbain,public,0.05,47
P02550,Thiès,rural,public,0.15,46
P02551,Ziguinchor,rural,public,0.55,82
P02552,Dakar,urbain,prive,0.05,40
P02553,Kédougou,rural,public,0.9,61
P02554,Kaolack,rural,public,0.3,75
P02555,Thiès,rural,public,0.15,66
P02556,Louga,rural,CTP,0.45,50
P02557,Dakar,urbain,public,0.05,61
P02558,Diourbel,rural,public,0.3,51
P02559,Matam,rural,CTP,0.65,32
P02560,Sédhiou,urbain,public,0.7,46
P02561,Thiès,urbain,public,0.15,61
P02562,Kaffrine,rural,CTP,0.55,35
P02563,Fatick,rural,public,0.4,38
P02564,Louga,rural,CTP,0.45,54
P02565,Dakar,rural,public,0.05,72
P02566,Thiès,urbain,CTP,0.15,18
P02567,Diourbel,rural,CTP,0.3,25
P02568,Dakar,urbain,CTP,0.05,74
P02569,Diourbel,urbain,CTP,0.3,28
P02570,Kolda,rural,CTP,0.7,62
P02571,Fatick,urbain,prive,0.4,118
P02572,Saint-Louis,urbain,public,0.35,48
P02573,Dakar,urbain,CTP,0.05,43
P02574,Matam,urbain,public,0.65,53
P02575,Matam,urbain,CTP,0.65,28
P02576,Kaolack,urbain,public,0.3,48
P02577,Matam,urbain,public,0.65,53
P02578,Diourbel,urbain,public,0.3,45
P02579,Kaffrine,urbain,prive,0.55,55
P02580,Diourbel,urbain,public,0.3,56
P02581,Tambacounda,rural,CTP,0.75,45
P02582,Saint-Louis,urbain,public,0.35,88
P02583,Tambacounda,rural,CTP,0.75,36
P02584,Dakar,rural,CTP,0.05,26
P02585,Thiès,urbain,CTP,0.15,38
P02586,Thiès,rural,public,0.15,65
P02587,Sédhiou,urbain,public,0.7,90
P02588,Matam,rural,public,0.65,57
P02589,Tambacounda,urbain,CTP,0.75,65
P02590,Thiès,urbain,CTP,0.15,43
P02591,Thiès,urbain,public,0.15,146
P02592,Louga,urbain,public,0.45,105
P02593,Fatick,rural,CTP,0.4,90
P02594,Kaolack,urbain,CTP,0.3,33
P02595,Kaolack,rural,public,0.3,128
P02596,Kaffrine,rural,CTP,0.55,51
P02597,Kaolack,rural,public,0.3,55
P02598,Thiès,urbain,CTP,0.15,30
P02599,Diourbel,rural,public,0.3,50
P02600,Thiès,urbain,prive,0.15,31
P02601,Kaolack,urbain,public,0.3,71
P02602,Kolda,rural,CTP,0.7,34
P02603,Kaolack,rural,public,0.3,68
P02604,Ziguinchor,rural,public,0.55,46
P02605,Kaffrine,rural,public,0.55,153
P02606,Dakar,urbain,public,0.05,70
P02607,Fatick,urbain,CTP,0.4,42
P02608,Kaolack,rural,CTP,0.3,38
P02609,Diourbel,urbain,public,0.3,162
P02610,Sédhiou,rural,CTP,0.7,18
P02611,Tambacounda,rural,public,0.75,86
P02612,Diourbel,rural,public,0.3,47
P02613,Dakar,urbain,prive,0.05,48
P02614,Thiès,urbain,public,0.15,140
P02615,Louga,urbain,CTP,0.45,29
P02616,Diourbel,urbain,public,0.3,99
P02617,Thiès,urbain,CTP,0.15,84
P02618,Fatick,urbain,public,0.4,60
P02619,Kédougou,rural,CTP,0.9,42
P02620,Kaffrine,rural,CTP,0.55,35
P02621,Kaffrine,rural,CTP,0.55,40
P02622,Ziguinchor,urbain,public,0.55,46
P02623,Kaolack,rural,prive,0.3,84
P02624,Dakar,urbain,prive,0.05,82
P02625,Kaolack,urbain,public,0.3,81
P02626,Kaolack,urbain,CTP,0.3,31
P02627,Matam,rural,public,0.65,49
P02628,Thiès,urbain,prive,0.15,34
P02629,Thiès,rural,CTP,0.15,99
P02630,Louga,rural,public,0.45,42
P02631,Dakar,urbain,public,0.05,23
P02632,Dakar,urbain,CTP,0.05,130
P02633,Diourbel,rural,CTP,0.3,56
P02634,Tambacounda,rural,CTP,0.75,42
P02635,Diourbel,urbain,CTP,0.3,23
P02636,Kaolack,urbain,CTP,0.3,66
P02637,Dakar,rural,CTP,0.05,29
P02638,Dakar,rural,public,0.05,63
P02639,Dakar,urbain,public,0.05,48
P02640,Thiès,urbain,public,0.15,62
P02641,Saint-Louis,urbain,prive,0.35,151
P02642,Diourbel,urbain,CTP,0.3,46
P02643,Matam,urbain,prive,0.65,63
P02644,Ziguinchor,rural,CTP,0.55,37
P02645,Fatick,rural,CTP,0.4,54
P02646,Thiès,urbain,public,0.15,41
P02647,Kaffrine,urbain,public,0.55,79
P02648,Ziguinchor,rural,prive,0.55,146
P02649,Fatick,rural,public,0.4,175
P02650,Dakar,urbain,public,0.05,128
P02651,Saint-Louis,urbain,public,0.35,61
P02652,Fatick,rural,public,0.4,44
P02653,Tambacounda,rural,CTP,0.75,48
P02654,Matam,urbain,public,0.65,73
P02655,Dakar,urbain,CTP,0.05,32
P02656,Kaolack,rural,CTP,0.3,73
P02657,Dakar,urbain,prive,0.05,30
P02658,Dakar,urbain,public,0.05,53
P02659,Dakar,urbain,public,0.05,53
P02660,Kédougou,rural,CTP,0.9,41
P02661,Fatick,urbain,CTP,0.4,27
P02662,Sédhiou,urbain,public,0.7,37
P02663,Matam,rural,CTP,0.65,31
P02664,Tambacounda,urbain,public,0.75,61
P02665,Diourbel,urbain,public,0.3,32
P02666,Fatick,rural,CTP,0.4,43
P02667,Kaolack,rural,CTP,0.3,68
P02668,Ziguinchor,urbain,CTP,0.55,45
P02669,Dakar,rural,prive,0.05,85
P02670,Diourbel,urbain,prive,0.3,78
P02671,Kolda,rural,public,0.7,73
P02672,Saint-Louis,rural,public,0.35,77
P02673,Diourbel,rural,CTP,0.3,29
P02674,Kolda,rural,public,0.7,49
P02675,Tambacounda,urbain,prive,0.75,70
P02676,Fatick,rural,public,0.4,33
P02677,Tambacounda,rural,CTP,0.75,26
P02678,Saint-Louis,rural,CTP,0.35,54
P02679,Sédhiou,rural,CTP,0.7,43
P02680,Louga,rural,public,0.45,54
P02681,Tambacounda,rural,CTP,0.75,20
P02682,Tambacounda,urbain,prive,0.75,51
P02683,Saint-Louis,urbain,public,0.35,85
P02684,Diourbel,rural,public,0.3,96
P02685,Matam,rural,CTP,0.65,107
P02686,Dakar,urbain,public,0.05,51
P02687,Diourbel,urbain,public,0.3,55
P02688,Diourbel,rural,public,0.3,62
P02689,Thiès,urbain,public,0.15,105
P02690,Louga,rural,CTP,0.45,17
P02691,Sédhiou,rural,prive,0.7,39
P02692,Dakar,rural,CTP,0.05,52
P02693,Louga,rural,CTP,0.45,37
P02694,Kaolack,urbain,public,0.3,68
P02695,Kaffrine,rural,CTP,0.55,48
P02696,Matam,rural,CTP,0.65,43
P02697,Diourbel,rural,public,0.3,68
P02698,Kaffrine,urbain,public,0.55,57
P02699,Ziguinchor,urbain,public,0.55,81
P02700,Dakar,urbain,public,0.05,65
P02701,Kolda,rural,public,0.7,90
P02702,Fatick,urbain,CTP,0.4,41
P02703,Kaolack,urbain,public,0.3,38
P02704,Dakar,urbain,prive,0.05,47
P02705,Kédougou,rural,CTP,0.9,32
P02706,Kaffrine,urbain,CTP,0.55,45
P02707,Thiès,urbain,public,0.15,106
P02708,Kaffrine,urbain,CTP,0.55,36
P02709,Kaolack,rural,CTP,0.3,28
P02710,Thiès,urbain,public,0.15,99
P02711,Saint-Louis,rural,CTP,0.35,49
P02712,Ziguinchor,rural,CTP,0.55,57
P02713,Fatick,rural,CTP,0.4,41
P02714,Diourbel,urbain,public,0.3,85
P02715,Matam,rural,public,0.65,36
P02716,Kaolack,urbain,CTP,0.3,30
P02717,Kaffrine,urbain,public,0.55,73
P02718,Thiès,rural,CTP,0.15,34
P02719,Thiès,urbain,public,0.15,39
P02720,Kolda,urbain,public,0.7,38
P02721,Thiès,urbain,CTP,0.15,24
P02722,Ziguinchor,rural,CTP,0.55,19
P02723,Ziguinchor,rural,CTP,0.55,62
P02724,Ziguinchor,rural,CTP,0.55,48
P02725,Thiès,rural,CTP,0.15,41
P02726,Dakar,urbain,prive,0.05,56
P02727,Fatick,rural,CTP,0.4,36
P02728,Louga,urbain,public,0.45,81
P02729,Kédougou,rural,CTP,0.9,37
P02730,Kaffrine,rural,CTP,0.55,37
P02731,Thiès,urbain,public,0.15,47
P02732,Diourbel,rural,public,0.3,41
P02733,Dakar,rural,public,0.05,67
P02734,Louga,urbain,CTP,0.45,58
P02735,Kédougou,urbain,public,0.9,60
P02736,Kaffrine,rural,CTP,0.55,50
P02737,Dakar,urbain,public,0.05,39
P02738,Fatick,urbain,prive,0.4,104
P02739,Dakar,rural,public,0.05,77
P02740,Diourbel,rural,prive,0.3,72
P02741,Tambacounda,rural,public,0.75,39
P02742,Louga,urbain,CTP,0.45,90
P02743,Dakar,urbain,CTP,0.05,39
P02744,Tambacounda,rural,public,0.75,56
P02745,Tambacounda,rural,CTP,0.75,40
P02746,Tambacounda,rural,public,0.75,47
P02747,Kaolack,urbain,prive,0.3,31
P02748,Kolda,rural,public,0.7,75
P02749,Fatick,urbain,CTP,0.4,23
P02750,Kolda,rural,public,0.7,84
P02751,Diourbel,urbain,CTP,0.3,29
P02752,Louga,rural,public,0.45,49
P02753,Fatick,urbain,public,0.4,44
P02754,Diourbel,urbain,public,0.3,46
P02755,Kaolack,urbain,public,0.3,73
P02756,Tambacounda,rural,CTP,0.75,61
P02757,Thiès,urbain,prive,0.15,74
P02758,Dakar,urbain,prive,0.05,85
P02759,Louga,rural,CTP,0.45,61
P02760,Dakar,rural,CTP,0.05,45
P02761,Tambacounda,urbain,CTP,0.75,62
P02762,Thiès,rural,public,0.15,70
P02763,Dakar,rural,CTP,0.05,50
P02764,Kolda,rural,CTP,0.7,24
P02765,Dakar,urbain,public,0.05,101
P02766,Kaolack,urbain,CTP,0.3,27
P02767,Dakar,rural,CTP,0.05,34
P02768,Dakar,urbain,CTP,0.05,62
P02769,Kaolack,rural,CTP,0.3,93
P02770,Diourbel,rural,CTP,0.3,37
P02771,Tambacounda,rural,CTP,0.75,64
P02772,Dakar,rural,CTP,0.05,63
P02773,Diourbel,rural,CTP,0.3,40
P02774,Louga,rural,CTP,0.45,26
P02775,Sédhiou,urbain,public,0.7,66
P02776,Kolda,rural,public,0.7,42
P02777,Thiès,rural,prive,0.15,50
P02778,Sédhiou,rural,CTP,0.7,32
P02779,Dakar,urbain,prive,0.05,57
P02780,Matam,rural,CTP,0.65,35
P02781,Kaffrine,urbain,public,0.55,34
P02782,Thiès,urbain,CTP,0.15,37
P02783,Fatick,urbain,public,0.4,37
P02784,Sédhiou,urbain,public,0.7,56
P02785,Saint-Louis,urbain,CTP,0.35,34
P02786,Dakar,rural,public,0.05,44
P02787,Thiès,rural,CTP,0.15,35
P02788,Thiès,rural,CTP,0.15,48
P02789,Saint-Louis,urbain,public,0.35,89
P02790,Kolda,rural,CTP,0.7,42
P02791,Saint-Louis,rural,CTP,0.35,34
P02792,Tambacounda,rural,CTP,0.75,29
P02793,Tambacounda,urbain,public,0.75,30
P02794,Kaolack,urbain,prive,0.3,30
P02795,Thiès,urbain,CTP,0.15,46
P02796,Fatick,rural,public,0.4,105
P02797,Dakar,urbain,public,0.05,69
P02798,Kaolack,urbain,public,0.3,62
P02799,Ziguinchor,rural,CTP,0.55,40
P02800,Saint-Louis,urbain,public,0.35,80
P02801,Kaolack,rural,CTP,0.3,48
P02802,Dakar,urbain,CTP,0.05,45
P02803,Diourbel,urbain,public,0.3,43
P02804,Diourbel,urbain,public,0.3,50
P02805,Diourbel,urbain,CTP,0.3,39
P02806,Matam,rural,prive,0.65,156
P02807,Dakar,urbain,prive,0.05,54
P02808,Thiès,rural,CTP,0.15,80
P02809,Dakar,rural,CTP,0.05,49
P02810,Dakar,urbain,public,0.05,33
P02811,Kédougou,rural,CTP,0.9,48
P02812,Dakar,urbain,CTP,0.05,47
P02813,Kédougou,rural,CTP,0.9,40
P02814,Diourbel,urbain,public,0.3,80
P02815,Thiès,rural,CTP,0.15,30
P02816,Thiès,urbain,prive,0.15,38
P02817,Dakar,rural,CTP,0.05,27
P02818,Kaolack,urbain,public,0.3,76
P02819,Kaffrine,rural,CTP,0.55,48
P02820,Sédhiou,rural,public,0.7,89
P02821,Diourbel,urbain,prive,0.3,44
P02822,Saint-Louis,urbain,prive,0.35,55
P02823,Diourbel,urbain,CTP,0.3,24
P02824,Dakar,urbain,CTP,0.05,19
P02825,Kolda,rural,public,0.7,64
P02826,Ziguinchor,rural,CTP,0.55,45
P02827,Kaolack,urbain,prive,0.3,56
P02828,Thiès,urbain,public,0.15,75
P02829,Dakar,urbain,prive,0.05,54
P02830,Diourbel,urbain,prive,0.3,82
P02831,Fatick,rural,CTP,0.4,46
P02832,Saint-Louis,rural,public,0.35,44
P02833,Thiès,urbain,CTP,0.15,38
P02834,Tambacounda,rural,CTP,0.75,54
P02835,Dakar,rural,CTP,0.05,45
P02836,Kolda,rural,CTP,0.7,40
P02837,Thiès,urbain,public,0.15,58
P02838,Dakar,urbain,public,0.05,132
P02839,Kaffrine,urbain,public,0.55,93
P02840,Tambacounda,rural,CTP,0.75,64
P02841,Thiès,rural,prive,0.15,31
P02842,Dakar,rural,public,0.05,89
P02843,Kaolack,rural,public,0.3,67
P02844,Kédougou,rural,CTP,0.9,70
P02845,Diourbel,rural,public,0.3,105
P02846,Dakar,urbain,public,0.05,43
P02847,Saint-Louis,rural,public,0.35,41
P02848,Kédougou,rural,CTP,0.9,67
P02849,Louga,rural,public,0.45,66
P02850,Diourbel,rural,public,0.3,58
P02851,Diourbel,rural,CTP,0.3,61
P02852,Dakar,urbain,public,0.05,55
P02853,Thiès,urbain,prive,0.15,102
P02854,Kaolack,rural,CTP,0.3,42
P02855,Ziguinchor,urbain,prive,0.55,84
P02856,Thiès,urbain,public,0.15,55
P02857,Diourbel,rural,CTP,0.3,61
P02858,Matam,rural,public,0.65,72
P02859,Dakar,urbain,CTP,0.05,51
P02860,Tambacounda,rural,CTP,0.75,48
P02861,Kaffrine,rural,CTP,0.55,53
P02862,Thiès,rural,public,0.15,41
P02863,Dakar,urbain,CTP,0.05,39
P02864,Kolda,rural,CTP,0.7,68
P02865,Diourbel,rural,CTP,0.3,24
P02866,Saint-Louis,rural,CTP,0.35,32
P02867,Fatick,urbain,public,0.4,91
P02868,Dakar,rural,CTP,0.05,31
P02869,Kaolack,urbain,public,0.3,57
P02870,Matam,rural,CTP,0.65,70
P02871,Kédougou,rural,public,0.9,64
P02872,Thiès,urbain,prive,0.15,95
P02873,Kaolack,urbain,public,0.3,54
P02874,Ziguinchor,rural,CTP,0.55,67
P02875,Kaolack,urbain,public,0.3,118
P02876,Dakar,urbain,public,0.05,62
P02877,Dakar,urbain,public,0.05,59
P02878,Matam,urbain,prive,0.65,55
P02879,Fatick,rural,public,0.4,92
P02880,Saint-Louis,rural,public,0.35,99
P02881,Dakar,urbain,prive,0.05,98
P02882,Thiès,urbain,prive,0.15,99
P02883,Fatick,rural,CTP,0.4,36
P02884,Matam,urbain,CTP,0.65,55
P02885,Dakar,urbain,prive,0.05,45
P02886,Saint-Louis,rural,public,0.35,119
P02887,Matam,urbain,prive,0.65,44
P02888,Kaffrine,rural,public,0.55,61
P02889,Kaffrine,urbain,CTP,0.55,33
P02890,Kolda,rural,CTP,0.7,57
P02891,Fatick,urbain,CTP,0.4,37
P02892,Louga,rural,public,0.45,73
P02893,Thiès,urbain,CTP,0.15,80
P02894,Matam,rural,CTP,0.65,30
P02895,Saint-Louis,urbain,prive,0.35,30
P02896,Saint-Louis,urbain,prive,0.35,48
P02897,Dakar,urbain,prive,0.05,110
P02898,Thiès,urbain,prive,0.15,32
P02899,Louga,rural,CTP,0.45,38
P02900,Saint-Louis,urbain,prive,0.35,41
P02901,Ziguinchor,rural,public,0.55,61
P02902,Diourbel,rural,public,0.3,51
P02903,Dakar,rural,prive,0.05,95
P02904,Dakar,urbain,CTP,0.05,23
P02905,Dakar,urbain,CTP,0.05,48
P02906,Dakar,urbain,prive,0.05,90
P02907,Diourbel,urbain,public,0.3,44
P02908,Dakar,urbain,public,0.05,49
P02909,Dakar,rural,public,0.05,49
P02910,Fatick,rural,CTP,0.4,36
P02911,Kaolack,rural,public,0.3,60
P02912,Kaffrine,rural,public,0.55,48
P02913,Thiès,rural,CTP,0.15,25
P02914,Thiès,urbain,prive,0.15,102
P02915,Kaffrine,urbain,public,0.55,86
P02916,Louga,rural,CTP,0.45,27
P02917,Saint-Louis,rural,CTP,0.35,36
P02918,Kaffrine,urbain,public,0.55,131
P02919,Kaolack,rural,public,0.3,37
P02920,Diourbel,urbain,CTP,0.3,59
P02921,Dakar,urbain,public,0.05,44
P02922,Kaffrine,urbain,CTP,0.55,38
P02923,Tambacounda,rural,CTP,0.75,28
P02924,Thiès,urbain,public,0.15,68
P02925,Fatick,urbain,CTP,0.4,80
P02926,Dakar,urbain,CTP,0.05,43
P02927,Fatick,rural,public,0.4,41
P02928,Dakar,urbain,CTP,0.05,52
P02929,Saint-Louis,urbain,prive,0.35,55
P02930,Saint-Louis,urbain,CTP,0.35,57
P02931,Saint-Louis,rural,prive,0.35,65
P02932,Dakar,urbain,public,0.05,94
P02933,Saint-Louis,rural,public,0.35,165
P02934,Louga,urbain,public,0.45,45
P02935,Diourbel,urbain,prive,0.3,54
P02936,Saint-Louis,rural,CTP,0.35,37
P02937,Diourbel,rural,public,0.3,54
P02938,Diourbel,urbain,CTP,0.3,34
P02939,Kaolack,rural,CTP,0.3,38
P02940,Ziguinchor,rural,CTP,0.55,47
P02941,Kaffrine,rural,prive,0.55,61
P02942,Matam,urbain,public,0.65,89
P02943,Matam,rural,CTP,0.65,52
P02944,Kaffrine,urbain,public,0.55,55
P02945,Dakar,rural,CTP,0.05,40
P02946,Louga,urbain,prive,0.45,62
P02947,Dakar,urbain,prive,0.05,46
P02948,Dakar,urbain,public,0.05,51
P02949,Dakar,rural,public,0.05,96
P02950,Dakar,urbain,public,0.05,58
P02951,Louga,urbain,public,0.45,45
P02952,Dakar,rural,CTP,0.05,52
P02953,Thiès,urbain,public,0.15,67
P02954,Kédougou,rural,CTP,0.9,24
P02955,Dakar,urbain,CTP,0.05,48
P02956,Kaolack,rural,CTP,0.3,50
P02957,Dakar,rural,CTP,0.05,26
P02958,Diourbel,rural,public,0.3,36
P02959,Kaffrine,rural,CTP,0.55,37
P02960,Kaffrine,urbain,public,0.55,52
P02961,Dakar,rural,CTP,0.05,46
P02962,Kolda,rural,CTP,0.7,29
P02963,Dakar,urbain,CTP,0.05,53
P02964,Dakar,urbain,public,0.05,74
P02965,Matam,rural,CTP,0.65,67
P02966,Thiès,urbain,CTP,0.15,37
P02967,Saint-Louis,urbain,public,0.35,71
P02968,Fatick,urbain,public,0.4,40
P02969,Kédougou,urbain,CTP,0.9,44
P02970,Kaffrine,rural,public,0.55,78
P02971,Saint-Louis,rural,prive,0.35,27
P02972,Fatick,rural,CTP,0.4,41
P02973,Dakar,urbain,public,0.05,60
P02974,Louga,rural,CTP,0.45,49
P02975,Kaolack,urbain,CTP,0.3,40
P02976,Kédougou,rural,CTP,0.9,65
P02977,Ziguinchor,rural,CTP,0.55,46
P02978,Dakar,urbain,public,0.05,80
P02979,Thiès,urbain,public,0.15,61
P02980,Diourbel,rural,public,0.3,79
P02981,Kaolack,urbain,public,0.3,41
P02982,Diourbel,rural,public,0.3,49
P02983,Kaffrine,rural,public,0.55,106
P02984,Dakar,urbain,CTP,0.05,54
P02985,Diourbel,rural,public,0.3,103
P02986,Kaolack,urbain,CTP,0.3,40
P02987,Thiès,urbain,public,0.15,42
P02988,Matam,urbain,CTP,0.65,67
P02989,Dakar,urbain,public,0.05,59
P02990,Diourbel,urbain,public,0.3,74
P02991,Fatick,urbain,public,0.4,75
P02992,Fatick,urbain,prive,0.4,91
P02993,Matam,rural,CTP,0.65,66
P02994,Diourbel,urbain,public,0.3,47
P02995,Dakar,urbain,prive,0.05,39
P02996,Louga,urbain,prive,0.45,58
P02997,Louga,urbain,CTP,0.45,36
P02998,Saint-Louis,rural,CTP,0.35,31
P02999,Kaolack,rural,CTP,0.3,61
P03000,Kaffrine,rural,CTP,0.55,39
P03001,Saint-Louis,rural,CTP,0.35,28
P03002,Kolda,urbain,public,0.7,46
P03003,Dakar,rural,public,0.05,48
P03004,Dakar,rural,public,0.05,90
P03005,Dakar,urbain,public,0.05,80
P03006,Diourbel,urbain,public,0.3,52
P03007,Thiès,rural,CTP,0.15,33
P03008,Sédhiou,rural,public,0.7,116
P03009,Tambacounda,urbain,public,0.75,53
P03010,Dakar,urbain,CTP,0.05,16
P03011,Diourbel,rural,public,0.3,65
P03012,Ziguinchor,urbain,public,0.55,138
P03013,Dakar,rural,CTP,0.05,39
P03014,Kaolack,urbain,CTP,0.3,47
P03015,Diourbel,rural,prive,0.3,49
P03016,Saint-Louis,urbain,prive,0.35,65
P03017,Dakar,rural,CTP,0.05,32
P03018,Fatick,rural,prive,0.4,44
P03019,Saint-Louis,rural,CTP,0.35,35
P03020,Kaolack,urbain,public,0.3,66
P03021,Dakar,rural,public,0.05,44
P03022,Kédougou,rural,public,0.9,57
P03023,Kaolack,rural,CTP,0.3,77
P03024,Thiès,urbain,prive,0.15,91
P03025,Kaffrine,rural,public,0.55,112
P03026,Kaffrine,rural,CTP,0.55,36
P03027,Thiès,rural,CTP,0.15,40
P03028,Dakar,rural,public,0.05,86
P03029,Matam,rural,public,0.65,79
P03030,Kolda,urbain,public,0.7,104
P03031,Kolda,rural,public,0.7,44
P03032,Louga,urbain,prive,0.45,98
P03033,Dakar,urbain,CTP,0.05,58
P03034,Dakar,urbain,prive,0.05,28
P03035,Kédougou,rural,CTP,0.9,27
P03036,Matam,urbain,CTP,0.65,48
P03037,Thiès,rural,CTP,0.15,68
P03038,Kolda,urbain,CTP,0.7,46
P03039,Kaffrine,urbain,prive,0.55,64
P03040,Saint-Louis,urbain,prive,0.35,122
P03041,Dakar,rural,CTP,0.05,37
P03042,Kaffrine,rural,CTP,0.55,38
P03043,Ziguinchor,rural,CTP,0.55,72
P03044,Dakar,urbain,public,0.05,47
P03045,Dakar,urbain,CTP,0.05,45
P03046,Saint-Louis,urbain,public,0.35,80
P03047,Kédougou,urbain,CTP,0.9,99
P03048,Kaolack,rural,public,0.3,82
P03049,Dakar,urbain,prive,0.05,83
P03050,Louga,rural,public,0.45,51
P03051,Dakar,urbain,public,0.05,52
P03052,Louga,urbain,public,0.45,105
P03053,Kaolack,urbain,CTP,0.3,28
P03054,Diourbel,rural,public,0.3,91
P03055,Louga,rural,CTP,0.45,41
P03056,Diourbel,rural,public,0.3,47
P03057,Dakar,rural,CTP,0.05,35
P03058,Louga,urbain,CTP,0.45,45
P03059,Dakar,urbain,public,0.05,49
P03060,Kaffrine,urbain,public,0.55,70
P03061,Kaffrine,urbain,public,0.55,63
P03062,Matam,rural,CTP,0.65,56
P03063,Kolda,rural,CTP,0.7,64
P03064,Saint-Louis,urbain,CTP,0.35,27
P03065,Dakar,urbain,CTP,0.05,46
P03066,Dakar,rural,CTP,0.05,43
P03067,Kaolack,urbain,public,0.3,110
P03068,Kaolack,urbain,CTP,0.3,88
P03069,Kaolack,urbain,CTP,0.3,43
P03070,Saint-Louis,rural,public,0.35,52
P03071,Saint-Louis,urbain,CTP,0.35,23
P03072,Kolda,rural,CTP,0.7,42
P03073,Ziguinchor,urbain,public,0.55,66
P03074,Thiès,urbain,prive,0.15,42
P03075,Ziguinchor,rural,CTP,0.55,56
P03076,Kaffrine,urbain,CTP,0.55,72
P03077,Thiès,rural,CTP,0.15,41
P03078,Saint-Louis,urbain,prive,0.35,45
P03079,Sédhiou,rural,CTP,0.7,50
P03080,Thiès,rural,public,0.15,74
P03081,Kaolack,urbain,prive,0.3,33
P03082,Tambacounda,urbain,CTP,0.75,40
P03083,Matam,urbain,public,0.65,55
P03084,Kaolack,rural,public,0.3,70
P03085,Kolda,rural,CTP,0.7,41
P03086,Kolda,urbain,CTP,0.7,71
P03087,Kaffrine,urbain,prive,0.55,34
P03088,Diourbel,urbain,CTP,0.3,43
P03089,Ziguinchor,urbain,CTP,0.55,86
P03090,Kolda,rural,CTP,0.7,42
P03091,Kolda,urbain,public,0.7,41
P03092,Dakar,urbain,public,0.05,53
P03093,Dakar,urbain,prive,0.05,85
P03094,Kaffrine,urbain,public,0.55,48
P03095,Thiès,urbain,public,0.15,47
P03096,Kolda,rural,public,0.7,44
P03097,Louga,rural,CTP,0.45,24
P03098,Thiès,urbain,public,0.15,105
P03099,Thiès,urbain,prive,0.15,41
P03100,Saint-Louis,urbain,CTP,0.35,56
P03101,Louga,urbain,public,0.45,41
P03102,Dakar,urbain,prive,0.05,57
P03103,Diourbel,rural,public,0.3,56
P03104,Kédougou,rural,CTP,0.9,31
P03105,Louga,urbain,CTP,0.45,22
P03106,Tambacounda,rural,public,0.75,54
P03107,Kaffrine,rural,public,0.55,113
P03108,Diourbel,urbain,prive,0.3,57
P03109,Thiès,rural,CTP,0.15,48
P03110,Dakar,rural,public,0.05,83
P03111,Kaolack,urbain,prive,0.3,43
P03112,Saint-Louis,rural,CTP,0.35,28
P03113,Tambacounda,rural,CTP,0.75,29
P03114,Fatick,rural,CTP,0.4,27
P03115,Kaolack,rural,CTP,0.3,32
P03116,Ziguinchor,urbain,public,0.55,41
P03117,Thiès,urbain,public,0.15,62
P03118,Louga,rural,CTP,0.45,60
P03119,Diourbel,rural,CTP,0.3,44
P03120,Thiès,rural,public,0.15,41
P03121,Kaolack,urbain,prive,0.3,42
P03122,Louga,rural,CTP,0.45,41
P03123,Louga,rural,public,0.45,68
P03124,Fatick,rural,CTP,0.4,33
P03125,Dakar,rural,CTP,0.05,44
P03126,Kolda,rural,CTP,0.7,41
P03127,Kaolack,urbain,CTP,0.3,32
P03128,Saint-Louis,rural,public,0.35,80
P03129,Kaolack,urbain,CTP,0.3,30
P03130,Thiès,urbain,public,0.15,57
P03131,Diourbel,rural,public,0.3,89
P03132,Kolda,rural,public,0.7,29
P03133,Ziguinchor,rural,CTP,0.55,35
P03134,Thiès,urbain,CTP,0.15,22
P03135,Sédhiou,urbain,public,0.7,63
P03136,Saint-Louis,rural,CTP,0.35,53
P03137,Thiès,urbain,public,0.15,73
P03138,Saint-Louis,urbain,prive,0.35,47
P03139,Dakar,rural,CTP,0.05,31
P03140,Matam,rural,public,0.65,80
P03141,Thiès,urbain,CTP,0.15,53
P03142,Kaolack,rural,public,0.3,104
